# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	1.343761e+00	6.757793e-01	6.679814e-01	-3.823761e-02	5.537788e-01	-5.920164e-01	5.728976e-01	3.898995e-03	-2.191709e-03	-2.284541e-02	-1.361441e-02	-9.230993e-03
2             	1.530144e+00	7.724485e-01	7.576955e-01	-5.449401e-02	6.272645e-01	-6.817585e-01	6.545115e-01	7.376510e-03	-3.529159e-03	-3.237730e-02	-1.971781e-02	-1.265949e-02
3             	1.333058e+00	6.734933e-01	6.595645e-01	-4.031822e-02	5.509968e-01	-5.913150e-01	5.711559e-01	6.964385e-03	-1.584082e-03	-2.963910e-02	-1.640363e-02	-1.323547e-02
4             	1.082260e+00	5.452671e-01	5.369932e-01	-2.832345e-02	4.479946e-01	-4.763181e-01	4.621564e-01	4.136960e-03	1.573073e-03	-2.103249e-02	-8.943173e-03	-1.208932e-02
5             	8.785204e-01	4.397065e-01	4.388139e-01	-1.891569e-02	3.624577e-01	-3.813734e-01	3.719155e-01	4.463062e-04	4.405648e-03	-1.187925e-02	-1.533974e-03	-1.034527e-02
6             	7.266537e-01	3.624274e-01	3.642264e-01	-5.724094e-03	3.019204e-01	-3.076445e-01	3.047824e-01	-8.995006e-04	4.477778e-03	-9.071290e-03	-5.786703e-05	-9.013423e-03
7             	6.212003e-01	3.099107e-01	3.112896e-01	5.596310e-03	2.609894e-01	-2.553931e-01	2.581913e-01	-6.894323e-04	2.602024e-03	-9.872631e-03	-2.334291e-03	-7.538340e-03
8             	5.526334e-01	2.769688e-01	2.756646e-01	1.176376e-02	2.335818e-01	-2.218180e-01	2.276999e-01	6.520941e-04	-5.855764e-04	-1.356996e-02	-7.370558e-03	-6.199405e-03
9             	5.094159e-01	2.575707e-01	2.518451e-01	1.436637e-02	2.153665e-01	-2.010001e-01	2.081833e-01	2.862810e-03	-4.138061e-03	-1.906183e-02	-1.366898e-02	-5.392855e-03
10            	4.814092e-01	2.454008e-01	2.360084e-01	1.634852e-02	2.030794e-01	-1.867308e-01	1.949051e-01	4.696231e-03	-6.966401e-03	-2.314553e-02	-1.853917e-02	-4.606363e-03
11            	4.625212e-01	2.374052e-01	2.251160e-01	1.940057e-02	1.953186e-01	-1.759181e-01	1.856183e-01	6.144643e-03	-8.619471e-03	-2.558200e-02	-2.141047e-02	-4.171531e-03
12            	4.498439e-01	2.313580e-01	2.184859e-01	2.475110e-02	1.922658e-01	-1.675147e-01	1.798903e-01	6.436022e-03	-8.814147e-03	-2.529488e-02	-2.146159e-02	-3.833295e-03
13            	4.421213e-01	2.272011e-01	2.149202e-01	3.122853e-02	1.925209e-01	-1.612923e-01	1.769066e-01	6.140475e-03	-8.385994e-03	-2.407905e-02	-2.042552e-02	-3.653533e-03
14            	4.381483e-01	2.247948e-01	2.133535e-01	3.732876e-02	1.951294e-01	-1.578006e-01	1.764650e-01	5.720684e-03	-7.948296e-03	-2.300240e-02	-1.944950e-02	-3.552905e-03
15            	4.353947e-01	2.232750e-01	2.121197e-01	4.381137e-02	1.987759e-01	-1.549645e-01	1.768702e-01	5.577625e-03	-7.720009e-03	-2.263236e-02	-1.903619e-02	-3.596169e-03
16            	4.330363e-01	2.221543e-01	2.108821e-01	4.965935e-02	2.022221e-01	-1.525628e-01	1.773925e-01	5.636117e-03	-8.130194e-03	-2.310048e-02	-1.968043e-02	-3.420047e-03
17            	4.312654e-01	2.214148e-01	2.098506e-01	5.416780e-02	2.048312e-01	-1.506634e-01	1.777473e-01	5.782103e-03	-9.004787e-03	-2.376470e-02	-2.088714e-02	-2.877563e-03
18            	4.296731e-01	2.205425e-01	2.091306e-01	5.667269e-02	2.061401e-01	-1.494674e-01	1.778037e-01	5.705985e-03	-9.458477e-03	-2.364543e-02	-2.128119e-02	-2.364238e-03
19            	4.277975e-01	2.191743e-01	2.086233e-01	5.686383e-02	2.058913e-01	-1.490275e-01	1.774594e-01	5.275485e-03	-9.050140e-03	-2.242636e-02	-2.026332e-02	-2.163041e-03
20            	4.263899e-01	2.174979e-01	2.088920e-01	5.566288e-02	2.049441e-01	-1.492813e-01	1.771127e-01	4.302943e-03	-7.741440e-03	-1.938355e-02	-1.743321e-02	-1.950333e-03
21            	4.249458e-01	2.158188e-01	2.091270e-01	5.409416e-02	2.037184e-01	-1.496243e-01	1.766714e-01	3.345906e-03	-5.677413e-03	-1.552971e-02	-1.344227e-02	-2.087444e-03
22            	4.235529e-01	2.142851e-01	2.092678e-01	5.296483e-02	2.022834e-01	-1.493186e-01	1.758010e-01	2.508618e-03	-3.272078e-03	-1.146524e-02	-9.004699e-03	-2.460542e-03
23            	4.219229e-01	2.128213e-01	2.091016e-01	5.245474e-02	2.004853e-01	-1.480306e-01	1.742580e-01	1.859817e-03	-1.088514e-03	-8.183290e-03	-5.180159e-03	-3.003131e-03
24            	4.203854e-01	2.115713e-01	2.088141e-01	5.237353e-02	1.983727e-01	-1.459992e-01	1.721860e-01	1.378630e-03	5.210733e-04	-5.885846e-03	-2.421850e-03	-3.463996e-03
25            	4.190769e-01	2.106591e-01	2.084179e-01	5.307710e-02	1.962978e-01	-1.432207e-01	1.697592e-01	1.120585e-03	1.456774e-03	-4.794240e-03	-9.403459e-04	-3.853895e-03
26            	4.180615e-01	2.103153e-01	2.077462e-01	5.428992e-02	1.948191e-01	-1.405292e-01	1.676742e-01	1.284531e-03	1.710965e-03	-5.367540e-03	-9.728055e-04	-4.394735e-03
27            	4.170319e-01	2.100715e-01	2.069603e-01	5.616245e-02	1.939264e-01	-1.377640e-01	1.658452e-01	1.555601e-03	1.398166e-03	-6.930075e-03	-2.066871e-03	-4.863204e-03
28            	4.156974e-01	2.095232e-01	2.061743e-01	5.824807e-02	1.932458e-01	-1.349977e-01	1.641217e-01	1.674452e-03	8.963577e-04	-8.634052e-03	-3.420668e-03	-5.213384e-03
29            	4.142229e-01	2.084488e-01	2.057740e-01	6.038148e-02	1.927389e-01	-1.323574e-01	1.625482e-01	1.337409e-03	5.624969e-04	-9.418021e-03	-4.146514e-03	-5.271507e-03
30            	4.127284e-01	2.070356e-01	2.056929e-01	6.239476e-02	1.924652e-01	-1.300704e-01	1.612678e-01	6.713432e-04	7.580038e-04	-9.059743e-03	-3.771868e-03	-5.287875e-03
31            	4.114724e-01	2.054934e-01	2.059790e-01	6.437170e-02	1.924556e-01	-1.280839e-01	1.602697e-01	-2.427907e-04	1.597062e-03	-7.540227e-03	-2.173051e-03	-5.367176e-03
32            	4.105921e-01	2.040939e-01	2.064983e-01	6.613844e-02	1.926184e-01	-1.264800e-01	1.595492e-01	-1.202219e-03	2.778390e-03	-5.489619e-03	3.358052e-05	-5.523199e-03
33            	4.101725e-01	2.029171e-01	2.072554e-01	6.742993e-02	1.928320e-01	-1.254020e-01	1.591170e-01	-2.169169e-03	3.951904e-03	-3.280030e-03	2.311889e-03	-5.591919e-03
34            	4.102358e-01	2.019241e-01	2.083118e-01	6.824075e-02	1.930822e-01	-1.248415e-01	1.589619e-01	-3.193852e-03	4.804726e-03	-1.171608e-03	4.218922e-03	-5.390529e-03
35            	4.105744e-01	2.009565e-01	2.096179e-01	6.883761e-02	1.933192e-01	-1.244816e-01	1.589004e-01	-4.330729e-03	5.258413e-03	8.616652e-04	5.689245e-03	-4.827580e-03
36            	4.108844e-01	1.999356e-01	2.109488e-01	6.938799e-02	1.935022e-01	-1.241142e-01	1.588082e-01	-5.506606e-03	5.430648e-03	2.787254e-03	6.824275e-03	-4.037021e-03
37            	4.110070e-01	1.988433e-01	2.121637e-01	6.997707e-02	1.936115e-01	-1.236344e-01	1.586229e-01	-6.660213e-03	5.471712e-03	4.744931e-03	7.844178e-03	-3.099247e-03
38            	4.107523e-01	1.976461e-01	2.131063e-01	7.022217e-02	1.935131e-01	-1.232909e-01	1.584020e-01	-7.730106e-03	5.520944e-03	6.770219e-03	8.906053e-03	-2.135834e-03
39            	4.101893e-01	1.964693e-01	2.137200e-01	6.994921e-02	1.931646e-01	-1.232154e-01	1.581900e-01	-8.625371e-03	5.598371e-03	8.691636e-03	9.944189e-03	-1.252553e-03
40            	4.093545e-01	1.954857e-01	2.138688e-01	6.941560e-02	1.927358e-01	-1.233202e-01	1.580280e-01	-9.191529e-03	5.684492e-03	1.005515e-02	1.071207e-02	-6.569191e-04
41            	4.085585e-01	1.948642e-01	2.136942e-01	6.885369e-02	1.922339e-01	-1.233802e-01	1.578071e-01	-9.415016e-03	5.718845e-03	1.075775e-02	1.109772e-02	-3.399696e-04
42            	4.077452e-01	1.944903e-01	2.132549e-01	6.868492e-02	1.918899e-01	-1.232050e-01	1.575475e-01	-9.382289e-03	5.724827e-03	1.085998e-02	1.115481e-02	-2.948382e-04
43            	4.071659e-01	1.943626e-01	2.128033e-01	6.884580e-02	1.917222e-01	-1.228764e-01	1.572993e-01	-9.220356e-03	5.724189e-03	1.065885e-02	1.105361e-02	-3.947654e-04
44            	4.066780e-01	1.943383e-01	2.123397e-01	6.914910e-02	1.916771e-01	-1.225280e-01	1.571026e-01	-9.000711e-03	5.786318e-03	1.030091e-02	1.093677e-02	-6.358622e-04
45            	4.063630e-01	1.943850e-01	2.119781e-01	6.937193e-02	1.916065e-01	-1.222345e-01	1.569205e-01	-8.796554e-03	5.939057e-03	9.953048e-03	1.091558e-02	-9.625336e-04
46            	4.061581e-01	1.944507e-01	2.117074e-01	6.957787e-02	1.916011e-01	-1.220232e-01	1.568122e-01	-8.628389e-03	6.238974e-03	9.591376e-03	1.103466e-02	-1.443286e-03
47            	4.062236e-01	1.946388e-01	2.115847e-01	6.970428e-02	1.915662e-01	-1.218619e-01	1.567140e-01	-8.472956e-03	6.683903e-03	9.208870e-03	1.128834e-02	-2.079468e-03
48            	4.064264e-01	1.948866e-01	2.115398e-01	6.990952e-02	1.915877e-01	-1.216781e-01	1.566329e-01	-8.326585e-03	7.244945e-03	8.790411e-03	1.164015e-02	-2.849739e-03
49            	4.068400e-01	1.953511e-01	2.114888e-01	7.014269e-02	1.915970e-01	-1.214543e-01	1.565256e-01	-8.068849e-03	7.861071e-03	8.160980e-03	1.194156e-02	-3.780581e-03
50            	4.073478e-01	1.960134e-01	2.113344e-01	7.043286e-02	1.916257e-01	-1.211929e-01	1.564093e-01	-7.660491e-03	8.443230e-03	7.181160e-03	1.203381e-02	-4.852649e-03
51            	4.080512e-01	1.969491e-01	2.111021e-01	7.074915e-02	1.916483e-01	-1.208992e-01	1.562738e-01	-7.076495e-03	8.920906e-03	5.809563e-03	1.182569e-02	-6.016125e-03
52            	4.088335e-01	1.980108e-01	2.108226e-01	7.114365e-02	1.917819e-01	-1.206382e-01	1.562100e-01	-6.405913e-03	9.274636e-03	4.137449e-03	1.134336e-02	-7.205911e-03
53            	4.097413e-01	1.990840e-01	2.106574e-01	7.161400e-02	1.920611e-01	-1.204471e-01	1.562541e-01	-5.786687e-03	9.537737e-03	2.467504e-03	1.077149e-02	-8.303985e-03
54            	4.105996e-01	1.999888e-01	2.106108e-01	7.203571e-02	1.923931e-01	-1.203574e-01	1.563753e-01	-5.311028e-03	9.675071e-03	1.004047e-03	1.017709e-02	-9.173047e-03
55            	4.114686e-01	2.007173e-01	2.107514e-01	7.233331e-02	1.927345e-01	-1.204012e-01	1.565678e-01	-5.017067e-03	9.719131e-03	-8.106668e-05	9.678598e-03	-9.759665e-03
56            	4.121901e-01	2.011822e-01	2.110079e-01	7.246190e-02	1.930221e-01	-1.205602e-01	1.567911e-01	-4.912891e-03	9.671839e-03	-7.376065e-04	9.303035e-03	-1.004064e-02
57            	4.129410e-01	2.015661e-01	2.113749e-01	7.245058e-02	1.932972e-01	-1.208466e-01	1.570719e-01	-4.904403e-03	9.550207e-03	-1.101120e-03	8.999647e-03	-1.010077e-02
58            	4.134757e-01	2.017901e-01	2.116855e-01	7.230155e-02	1.934776e-01	-1.211760e-01	1.573268e-01	-4.947695e-03	9.381246e-03	-1.264636e-03	8.748928e-03	-1.001356e-02
59            	4.140621e-01	2.020167e-01	2.120454e-01	7.203610e-02	1.936364e-01	-1.216003e-01	1.576184e-01	-5.014317e-03	9.207181e-03	-1.268795e-03	8.572784e-03	-9.841578e-03
60            	4.144580e-01	2.021140e-01	2.123441e-01	7.158031e-02	1.936389e-01	-1.220586e-01	1.578488e-01	-5.115054e-03	9.044210e-03	-1.135498e-03	8.476461e-03	-9.611959e-03
61            	4.148234e-01	2.021780e-01	2.126454e-01	7.108662e-02	1.935429e-01	-1.224562e-01	1.579995e-01	-5.233667e-03	8.958142e-03	-8.828923e-04	8.516696e-03	-9.399588e-03
62            	4.149677e-01	2.021128e-01	2.128549e-01	7.056087e-02	1.933626e-01	-1.228017e-01	1.580821e-01	-5.371039e-03	8.938722e-03	-5.801994e-04	8.648622e-03	-9.228821e-03
63            	4.151221e-01	2.019988e-01	2.131233e-01	6.997303e-02	1.931312e-01	-1.231582e-01	1.581447e-01	-5.562258e-03	8.982107e-03	-1.330158e-04	8.915599e-03	-9.048615e-03
64            	4.149639e-01	2.016992e-01	2.132647e-01	6.937143e-02	1.927884e-01	-1.234169e-01	1.581026e-01	-5.782732e-03	9.042663e-03	3.372465e-04	9.211287e-03	-8.874040e-03
65            	4.148469e-01	2.014440e-01	2.134029e-01	6.877458e-02	1.924321e-01	-1.236575e-01	1.580448e-01	-5.979428e-03	9.118975e-03	7.028698e-04	9.470410e-03	-8.767541e-03
66            	4.145549e-01	2.011196e-01	2.134353e-01	6.822368e-02	1.920476e-01	-1.238239e-01	1.579357e-01	-6.157833e-03	9.148178e-03	9.739164e-04	9.635136e-03	-8.661220e-03
67            	4.144479e-01	2.009410e-01	2.135069e-01	6.776413e-02	1.917457e-01	-1.239815e-01	1.578636e-01	-6.282931e-03	9.198136e-03	1.106857e-03	9.751564e-03	-8.644708e-03
68            	4.142659e-01	2.007271e-01	2.135388e-01	6.738465e-02	1.914668e-01	-1.240821e-01	1.577745e-01	-6.405832e-03	9.251899e-03	1.213571e-03	9.858685e-03	-8.645114e-03
69            	4.143478e-01	2.006454e-01	2.137024e-01	6.715145e-02	1.913546e-01	-1.242032e-01	1.577789e-01	-6.528482e-03	9.384815e-03	1.333817e-03	1.005172e-02	-8.717907e-03
70            	4.144363e-01	2.005395e-01	2.138969e-01	6.695265e-02	1.912811e-01	-1.243285e-01	1.578048e-01	-6.678698e-03	9.562193e-03	1.539011e-03	1.033170e-02	-8.792687e-03
71            	4.147332e-01	2.005284e-01	2.142048e-01	6.687493e-02	1.913153e-01	-1.244403e-01	1.578778e-01	-6.838214e-03	9.837265e-03	1.795710e-03	1.073512e-02	-8.939410e-03
72            	4.149032e-01	2.004006e-01	2.145025e-01	6.679437e-02	1.912828e-01	-1.244884e-01	1.578856e-01	-7.050954e-03	1.015204e-02	2.172033e-03	1.123805e-02	-9.066020e-03
73            	4.152397e-01	2.002858e-01	2.149539e-01	6.684324e-02	1.913355e-01	-1.244922e-01	1.579138e-01	-7.334020e-03	1.053568e-02	2.716716e-03	1.189404e-02	-9.177320e-03
74            	4.153442e-01	1.999783e-01	2.153659e-01	6.680757e-02	1.912180e-01	-1.244105e-01	1.578142e-01	-7.693758e-03	1.094737e-02	3.414947e-03	1.265484e-02	-9.239893e-03
75            	4.156184e-01	1.996936e-01	2.159248e-01	6.675942e-02	1.911223e-01	-1.243629e-01	1.577426e-01	-8.115591e-03	1.136515e-02	4.249579e-03	1.348994e-02	-9.240365e-03
76            	4.157225e-01	1.993235e-01	2.163990e-01	6.658842e-02	1.908976e-01	-1.243092e-01	1.576034e-01	-8.537788e-03	1.170824e-02	5.080822e-03	1.424866e-02	-9.167833e-03
77            	4.159925e-01	1.991387e-01	2.168537e-01	6.647587e-02	1.907309e-01	-1.242551e-01	1.574930e-01	-8.857481e-03	1.195071e-02	5.699593e-03	1.480051e-02	-9.100916e-03
78            	4.160459e-01	1.989887e-01	2.170571e-01	6.633877e-02	1.904863e-01	-1.241476e-01	1.573170e-01	-9.034195e-03	1.203798e-02	5.997274e-03	1.503662e-02	-9.039344e-03
79            	4.163169e-01	1.991045e-01	2.172124e-01	6.633805e-02	1.903835e-01	-1.240454e-01	1.572144e-01	-9.053951e-03	1.198363e-02	5.957859e-03	1.496256e-02	-9.004700e-03
80            	4.163583e-01	1.992195e-01	2.171388e-01	6.632617e-02	1.902252e-01	-1.238990e-01	1.570621e-01	-8.959667e-03	1.180964e-02	5.629155e-03	1.462421e-02	-8.995058e-03
81            	4.167231e-01	1.995280e-01	2.171951e-01	6.633959e-02	1.902584e-01	-1.239188e-01	1.570886e-01	-8.833538e-03	1.158059e-02	5.206077e-03	1.418363e-02	-8.977551e-03
82            	4.170059e-01	1.997333e-01	2.172726e-01	6.621059e-02	1.902644e-01	-1.240538e-01	1.571591e-01	-8.769671e-03	1.135032e-02	4.898613e-03	1.379963e-02	-8.901012e-03
83            	4.175462e-01	1.999445e-01	2.176017e-01	6.604100e-02	1.903919e-01	-1.243509e-01	1.573714e-01	-8.828577e-03	1.122724e-02	4.850639e-03	1.365256e-02	-8.801918e-03
84            	4.179585e-01	1.998881e-01	2.180704e-01	6.564831e-02	1.904536e-01	-1.248053e-01	1.576295e-01	-9.091179e-03	1.120605e-02	5.265914e-03	1.383901e-02	-8.573096e-03
85            	4.185619e-01	1.997407e-01	2.188212e-01	6.518313e-02	1.905641e-01	-1.253810e-01	1.579726e-01	-9.540262e-03	1.135283e-02	6.098746e-03	1.440221e-02	-8.303461e-03
86            	4.188487e-01	1.992562e-01	2.195925e-01	6.459280e-02	1.905065e-01	-1.259137e-01	1.582101e-01	-1.016818e-02	1.158785e-02	7.356054e-03	1.526587e-02	-7.909819e-03
87            	4.192298e-01	1.987393e-01	2.204905e-01	6.407126e-02	1.904915e-01	-1.264202e-01	1.584558e-01	-1.087563e-02	1.188355e-02	8.803301e-03	1.628520e-02	-7.481901e-03
88            	4.192951e-01	1.980545e-01	2.212405e-01	6.351113e-02	1.903096e-01	-1.267985e-01	1.585540e-01	-1.159299e-02	1.213675e-02	1.028766e-02	1.728058e-02	-6.992918e-03
89            	4.194339e-01	1.975039e-01	2.219300e-01	6.311301e-02	1.901589e-01	-1.270459e-01	1.586024e-01	-1.221309e-02	1.231806e-02	1.157968e-02	1.810790e-02	-6.528217e-03
90            	4.193078e-01	1.969228e-01	2.223850e-01	6.277489e-02	1.899108e-01	-1.271359e-01	1.585234e-01	-1.273112e-02	1.238780e-02	1.266237e-02	1.871898e-02	-6.056612e-03
91            	4.193809e-01	1.965673e-01	2.228136e-01	6.266229e-02	1.897935e-01	-1.271312e-01	1.584623e-01	-1.312314e-02	1.238644e-02	1.349747e-02	1.913517e-02	-5.637704e-03
92            	4.192230e-01	1.961951e-01	2.230279e-01	6.261717e-02	1.896189e-01	-1.270017e-01	1.583103e-01	-1.341641e-02	1.231229e-02	1.413162e-02	1.937810e-02	-5.246477e-03
93            	4.193185e-01	1.960148e-01	2.233037e-01	6.275863e-02	1.896335e-01	-1.268749e-01	1.582542e-01	-1.364445e-02	1.221558e-02	1.463460e-02	1.953288e-02	-4.898277e-03
94            	4.192144e-01	1.957498e-01	2.234646e-01	6.286735e-02	1.895894e-01	-1.267220e-01	1.581557e-01	-1.385739e-02	1.209940e-02	1.509536e-02	1.964707e-02	-4.551717e-03
95            	4.193396e-01	1.955918e-01	2.237478e-01	6.306837e-02	1.896952e-01	-1.266268e-01	1.581610e-01	-1.407799e-02	1.201340e-02	1.554688e-02	1.978684e-02	-4.239960e-03
96            	4.192981e-01	1.952880e-01	2.240101e-01	6.320295e-02	1.897741e-01	-1.265712e-01	1.581727e-01	-1.436103e-02	1.193578e-02	1.609018e-02	1.998087e-02	-3.890685e-03
97            	4.194798e-01	1.950289e-01	2.244509e-01	6.331372e-02	1.899378e-01	-1.266241e-01	1.582809e-01	-1.471098e-02	1.191738e-02	1.674906e-02	2.029191e-02	-3.542851e-03
98            	4.194135e-01	1.945647e-01	2.248488e-01	6.327016e-02	1.899522e-01	-1.266820e-01	1.583171e-01	-1.514205e-02	1.196003e-02	1.754325e-02	2.073166e-02	-3.188411e-03
99            	4.195446e-01	1.941364e-01	2.254082e-01	6.323746e-02	1.900476e-01	-1.268101e-01	1.584288e-01	-1.563588e-02	1.206533e-02	1.847379e-02	2.130222e-02	-2.828430e-03
100           	4.194535e-01	1.935623e-01	2.258912e-01	6.304936e-02	1.899737e-01	-1.269243e-01	1.584490e-01	-1.616447e-02	1.220444e-02	1.946304e-02	2.193596e-02	-2.472917e-03
101           	4.194754e-01	1.930662e-01	2.264092e-01	6.285073e-02	1.898825e-01	-1.270318e-01	1.584571e-01	-1.667147e-02	1.237752e-02	2.040754e-02	2.258129e-02	-2.173749e-03
102           	4.192096e-01	1.924608e-01	2.267488e-01	6.254786e-02	1.895988e-01	-1.270510e-01	1.583249e-01	-1.714404e-02	1.250384e-02	2.127302e-02	2.314035e-02	-1.867329e-03
103           	4.190563e-01	1.920126e-01	2.270437e-01	6.232858e-02	1.893454e-01	-1.270168e-01	1.581811e-01	-1.751554e-02	1.261339e-02	2.191469e-02	2.357074e-02	-1.656049e-03
104           	4.186842e-01	1.915817e-01	2.271026e-01	6.213022e-02	1.889905e-01	-1.268602e-01	1.579254e-01	-1.776046e-02	1.267105e-02	2.226195e-02	2.380202e-02	-1.540070e-03
105           	4.185029e-01	1.913592e-01	2.271437e-01	6.213605e-02	1.887740e-01	-1.266379e-01	1.577060e-01	-1.789228e-02	1.269468e-02	2.236850e-02	2.387893e-02	-1.510423e-03
