# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
470           	smoothSolver	6.549540e-05	5.616130e-06	7	1.517780e-03	1.454460e-04	6	1.321530e-03	1.153220e-04	6	false	GAMG	7.832460e-04	7.611330e-06	3	true
471           	smoothSolver	6.642620e-05	5.662260e-06	7	1.533530e-03	1.466350e-04	6	1.333390e-03	1.172010e-04	6	false	GAMG	7.880660e-04	7.867140e-06	3	true
472           	smoothSolver	6.665230e-05	5.669560e-06	7	1.542430e-03	1.474260e-04	6	1.340340e-03	1.187810e-04	6	false	GAMG	7.940020e-04	3.189940e-06	4	true
473           	smoothSolver	6.762070e-05	5.717740e-06	7	1.568550e-03	1.500860e-04	6	1.364310e-03	1.220900e-04	6	false	GAMG	8.023040e-04	3.093940e-06	4	true
474           	smoothSolver	6.759610e-05	5.723270e-06	7	1.572200e-03	1.497290e-04	6	1.372290e-03	1.235160e-04	6	false	GAMG	8.106440e-04	3.214060e-06	4	true
475           	smoothSolver	6.835740e-05	5.710990e-06	7	1.589430e-03	1.498010e-04	6	1.388420e-03	1.252940e-04	6	false	GAMG	8.218150e-04	3.404720e-06	4	true
476           	smoothSolver	6.831000e-05	5.679810e-06	7	1.599320e-03	1.495540e-04	6	1.398180e-03	1.258630e-04	6	false	GAMG	8.323310e-04	3.447770e-06	4	true
477           	smoothSolver	6.888390e-05	5.699990e-06	7	1.607280e-03	1.487330e-04	6	1.412330e-03	1.266950e-04	6	false	GAMG	8.463400e-04	3.545140e-06	4	true
478           	smoothSolver	6.908370e-05	5.722630e-06	7	1.618680e-03	1.482880e-04	6	1.427710e-03	1.272100e-04	6	false	GAMG	8.602560e-04	3.504640e-06	4	true
479           	smoothSolver	7.019370e-05	5.791990e-06	7	1.636160e-03	1.484130e-04	6	1.441870e-03	1.280840e-04	6	false	GAMG	8.719080e-04	3.553600e-06	4	true
480           	smoothSolver	7.060930e-05	5.832530e-06	7	1.644660e-03	1.484660e-04	6	1.459620e-03	1.295770e-04	6	false	GAMG	8.853620e-04	3.524290e-06	4	true
481           	smoothSolver	7.134080e-05	5.875150e-06	7	1.655690e-03	1.487990e-04	6	1.480600e-03	1.311470e-04	6	false	GAMG	8.981610e-04	8.973240e-06	3	true
482           	smoothSolver	7.171320e-05	5.930650e-06	7	1.657800e-03	1.479590e-04	6	1.491850e-03	1.314720e-04	6	false	GAMG	9.120870e-04	3.810990e-06	4	true
483           	smoothSolver	7.356740e-05	6.115350e-06	7	1.698200e-03	1.531640e-04	6	1.527890e-03	1.366380e-04	6	false	GAMG	9.262940e-04	9.127080e-06	3	true
484           	smoothSolver	7.409320e-05	6.157630e-06	7	1.700380e-03	1.527020e-04	6	1.541300e-03	1.377680e-04	6	false	GAMG	9.434120e-04	3.883480e-06	4	true
485           	smoothSolver	7.639560e-05	6.356120e-06	7	1.750540e-03	1.591540e-04	6	1.590670e-03	1.435530e-04	6	false	GAMG	9.599160e-04	9.479630e-06	3	true
486           	smoothSolver	7.733300e-05	6.475050e-06	7	1.758120e-03	1.588980e-04	6	1.615170e-03	1.444700e-04	6	false	GAMG	9.748000e-04	3.997480e-06	4	true
487           	smoothSolver	7.911980e-05	6.602510e-06	7	1.806060e-03	1.649900e-04	6	1.655950e-03	1.492120e-04	6	false	GAMG	9.925040e-04	9.861100e-06	3	true
488           	smoothSolver	7.979590e-05	6.634630e-06	7	1.820300e-03	1.640810e-04	6	1.677380e-03	1.496690e-04	6	false	GAMG	1.009590e-03	4.176350e-06	4	true
489           	smoothSolver	8.202340e-05	6.850180e-06	7	1.865440e-03	1.690740e-04	6	1.721340e-03	1.546620e-04	6	false	GAMG	1.031260e-03	1.031010e-05	3	true
490           	smoothSolver	8.233740e-05	6.839620e-06	7	1.875640e-03	1.676540e-04	6	1.740470e-03	1.544290e-04	6	false	GAMG	1.049070e-03	4.350200e-06	4	true
491           	smoothSolver	8.441590e-05	6.993080e-06	7	1.924440e-03	1.725570e-04	6	1.774860e-03	1.573310e-04	6	false	GAMG	1.070490e-03	1.061080e-05	3	true
492           	smoothSolver	8.482600e-05	6.988280e-06	7	1.934410e-03	1.706440e-04	6	1.800780e-03	1.573170e-04	6	false	GAMG	1.088070e-03	4.485480e-06	4	true
493           	smoothSolver	8.651630e-05	7.107380e-06	7	1.979390e-03	1.758110e-04	6	1.828060e-03	1.606260e-04	6	false	GAMG	1.103770e-03	1.083500e-05	3	true
494           	smoothSolver	8.663400e-05	7.050180e-06	7	1.979840e-03	1.738990e-04	6	1.837880e-03	1.593470e-04	6	false	GAMG	1.119390e-03	4.555560e-06	4	true
495           	smoothSolver	8.810930e-05	7.134700e-06	7	2.022680e-03	1.782140e-04	6	1.880370e-03	1.626400e-04	6	false	GAMG	1.131280e-03	1.110370e-05	3	true
496           	smoothSolver	8.785750e-05	7.061520e-06	7	2.012950e-03	1.752730e-04	6	1.878070e-03	1.608140e-04	6	false	GAMG	1.141230e-03	4.614940e-06	4	true
497           	smoothSolver	8.863940e-05	7.039530e-06	7	2.046740e-03	1.795000e-04	6	1.907040e-03	1.622170e-04	6	false	GAMG	1.149370e-03	1.127300e-05	3	true
498           	smoothSolver	8.855630e-05	6.980830e-06	7	2.045930e-03	1.776640e-04	6	1.910880e-03	1.605500e-04	6	false	GAMG	1.157470e-03	4.635170e-06	4	true
499           	smoothSolver	9.005650e-05	7.031540e-06	7	2.087240e-03	1.831300e-04	6	1.941910e-03	1.628560e-04	6	false	GAMG	1.166630e-03	1.148140e-05	3	true
500           	smoothSolver	8.942490e-05	6.934670e-06	7	2.082430e-03	1.811060e-04	6	1.936270e-03	1.611920e-04	6	false	GAMG	1.170790e-03	4.636340e-06	4	true
